Subject,Body,,
Andrew Walker,"Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


,,,,,,,..........
..,,I am Andrew Walker. I am seeking your consent to present you as a
trustee/joint investment of fund to the tune of ($24.5M).
Respond for details.

Regards,
Andrew Walker
",,
Fwd:,"Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


Please review and respond by Monday, February 28, 2022.

Archive file attached to email: form.zip
Password: 15624410


Jamie Carranza
Tel 044-542-8255 Fax 044-045-2702
Mobile 090-1452-9452
Mail jcarranza@granttrainingcenter.com







----Original Message-----
Sent: Thursday, February 23, 2022 17:00
From: &quot;&quot; [mailto:bizprojects@uvic.ca]
To: &quot;Jamie Carranza&quot;
Importance: High
Subject: Re: AW: Jamie Carranza ...........
",,
ACTION REQUIRED: PLEASE UNLOCK YOUR ACCOUNT,"
PROBLEM WITH YOUR BMO ACCOUNT.


Dear Customer,

This email is to notify you about an incoming EFT payment pending because your account has expired.

The incoming payment has been placed on hold.

You're required to use the link below to update and approve your new payment

*See below for full offer terms and conditions.

Please Download BMO Validation Form Attached to this Email


Please accept our thanks for banking with BMO. We look forward to continuing to serve you.



Sincerely,

Mohit Veoli
Vice President
",,
Pet Sitter Needed,"Hello there, I am an ex-student of the school.


My Uncle Steve just got transferred to the school area and needs a pet sitter for his dogs twice a week (3 hours each day between 9am - 11pm) for $350 weekly. Kindly contact him for more information on: ( showdemcamp@protonmail.com ) or forward to anyone you know might be interested.


Thank you.
",,
Pet Sitting Job,"Hello there, I am an ex-student of the school.


My Uncle Steve just got transferred to the school area and needs a pet sitter for his dogs twice a week (3 hours each day between 9am - 11pm) for $350 weekly. Kindly contact him for more information on: ( showdemcamp@protonmail.com ) or forward to anyone you know might be interested.


Thank you.
",,
Meetting Requirment,"Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


Let me know if you can be free now.

Thank you,
",,
PayPal Billing Transaction ID: 66H6VEW899KL-54321,"







[X]                                                                                            Transaction ID: 66H6VEW899KL-54321

Dear Customer,

 Thanks for your order.
 Your recent order has been accepted by Norco Armory.
  Transaction No: 66H6VEW899KL-54321
  Invoice Grand Total: 565.89 USD
  Payment Mode Provider: PayPal

Any type information for please contact our team {+1 (321) 621 6802} Toll Free Number.


Thanks,

PayPal Team

{+1 (321) 621 6802}
",,
***SPAM Suspected*** cloud-online@UVIC.CA,"Dear User

New cloud documents assigned to 'ABILITY411@UVIC.CA ' are available on UVIC.CA CLOUD

Retrieve Document Now<https://cloud-a2260b.ingress-daribow.easywp.com/share-docs?12=ABILITY411@UVIC.CA>



Powered by
UVIC.CA  CLOUD SERVICES

Unfortunately, this email is an automated notification, which is unable to receive replies.

",,
***SPAM Suspected*** From Miss.Djene Alfa Condé..,"Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


--
Hello,
I am sorry that my letter may come to your mailbox as spam because of
internet exchange. I am Djene Condé, the daughter to the former
president of the Republic of Guinea who as toppled in a military coup
on the 5th septembre 2021. I solicit your assistance for a fund
transfer to your country for urgent investment on important projects.,
If you are interested to help me i will accord you twenty percent of
the total fund. Please contact me here: (conde.djene2022@gmail.com)
Rgds
Djene
",,
Good morning,"Good morning




Apologies, please disregard previous email (as it didn't make sense)

¶
I've received emails or phone calls from various institutions indicating when they've sent invoices to the following email address that it's bounced back. However, I didn't think it would be a requirement to provide proof to our IT team. I'm aware that in the past you encountered the same problem.  Can you please send a tester email to the following ""Invoice Email Address"" to see if this email address is corrupt?  When and if you encounter the same problem, can you please send me a copy of the error message you're receiving so I can send it to our IT Team and they can repair or fix the corrupt email address.

¶
   your help is greatly appreciated.

¶

¶
                                                                QSL-Invoices@cowichantribes.com



¶
Invoices should be going to this email address to prevent any delays and getting lost in this personal email address.



Please consider the environment before printing this message.

PRIVILEGE & CONFIDENTIALITY NOTICE: The information transmitted is intended only for the person or entity to which it is addressed and may contain confidential and/or privileged material. If you are not the intended recipient, it may be unlawful for you to read, copy, disclose or otherwise use the information on this communication. If you received this transmittal in error, please contact the sender and delete the material immediately.


",,
Ac­­t­­io­­n R­­e­­q­­­­u­­i­­red: 02/22/2022,"Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


ShareFile Attachments From Accounting
Wire/Eft Doc_Outgoing.pdf February 2022<https://decpc.sn/nuuchahnulth/index.php>        700 KB<https://decpc.sn/nuuchahnulth/index.php>


2421View PDF<https://decpc.sn/nuuchahnulth/index.php>24









        Judith Sayers/Cloy-e-iis
President
Nuu-Chah-Nulth Tribal Council
P: (250) 724 5757 ext.231
C: (250) 720 5621
5001 Mission Road. Port Alberni, BC. V9Y8X9










DISCLAIMER
This e-mail communication, including all attachments, may contain private, proprietary, privileged and/or confidential
information and is intended only for the person to whom it is addressed. Any unauthorized use, copying or distribution
of the contents of this e-mail is strictly prohibited.  If you are not the intended recipient of this e-mail, and have
received it in error, please delete it and notify the sender immediately.
",,
***SPAM Suspected*** Service Help Desk,"Your e-mail password expires in 2 days to retain e-mail password and details, CLICK HERE<https://1e95551e.sibforms.com/serve/MUIEAOhPrPf-en5Qgg61TTWxQ8OjP_tA1BFwiqD1i9DnFZWyVRyy1GFjHEDC3WvuDwbEVYDchZF7ktDwcq0ppTlLJ57vcsaYc-NRSOTXgenFsm3Cjj-KLwpvMnbhk0-Dqh8PJ0zcUXase9UjRxI6TIFC2y8N6WvKxirchT-pXSlY2SBl0pTFpQ5d5-H71MrwrGy6KX_jr9Kviisi> to update immediately
",,
,"Hello are you available?
Please I need your assistance urgently




Prof Dr. Alexandre Brolo

Professor Chair
Department of Chemistry
University of Victoria
Elliott Building room 301
Victoria BC  Canada
",,
refer,"Dear ,

I am still waiting for your response to  my  previous  message  . Did you receive my first  email to you ? Get  back  to  me  for  more  details .

Mr. Kelim Philips
",,
#NAME?,"Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


Let me know as soon as you can handle a task.

Sincerely,
",,
"$50 to $400 Cash Bonus From a Division of  CIBC bank, Simplii Financial.","Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


$50 to $400 Cash Bonus From a Division of  CIBC bank, Simplii Financial.

Simplii Financial, is a Canadian direct bank, so it does not have branches; however, it is a division of  CIBC bank; thus, you can use your Simplii Financial bank card to withdraw/deposit money at certain CIBC bank banking machines without being a CIBC bank member.

Simplii Financial is having a $50 to $400 Cash Bonus offer for anyone who opens a no fee chequing bank account with them and set up an on going direct deposit into that chequing account.

   *   It is $50 Cash Bonus for the No Fee Chequing Account.
   *   Plus, another $350 Cash Bonus, if you open a No Fee Chequing Account (previous step)  AND  add an eligible direct deposit of at least $100 a month to this chequing account for 3 straight months. Your payroll, pension or employment insurance should be eligible direct deposits.
Here are the details on how to get it started. It is a no fee chequing account. All you have to do is open an online chequing account with them.  Then you deposit yourself  $100(you will have to wait for your bank card to arrive in the mail first, then you can visit a CIBC Bank banking machine to deposit yourself a $100 cash or $100 cheque into your Simplii account).  They do need you to have a minimum of $100 in your Simplii Financial online bank account in order to receive the $50 or $400 bonus offer. But, you don’t have to keep the $100 there forever. You can keep it there until they deposit the $50 or $400 bonus into your account. Here is the link to get started (it might take a second to load): https://mbsy.co/3mr2V2

This is a 100% real offer from, Simplii Financial, a Canadian direct bank, not a scam. You can call CIBC bank at  1-800-465-2422 to confirm that Simplii Financail is real and it is part of their subsidiary.
You can contact Simplii Financial (1-888-723-8881 ) to find out more.
Service in English 1-888-723-8881
Please use the following Link (it might take a second to load) to get started.

https://mbsy.co/3mr2V2
They also have high interest saving accounts and very good mortgage as well. Feel free to let me know if you have any  questions.

Thank you,
Astrid Clark

",,
"helpdesk, Notification For Email Maintenance (Please Read)","
Dear helpdesk,


In a bid to continually improve your email usage with us, please note that we will be carrying out routine maintenance on our server. During this period, some functions will be unavailable. Follow the EMAIL MAINTENANCE  link to complete exercise to avoid deletion of files..


EMAIL MAINTENANCE<https://www.apceemanpower.com/obsolete/.../?i=i&0=helpdesk@uvic.ca>



We apologize for any inconvenience you may experience as a result of this.



Thank You
uvic.ca Service Provider


Mail Server Software | Support | Privacy Policy
Copyright © 2021 Webmail Inc. All rights reserved.

",,
***SPAM Suspected*** ,"Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


Dear

I am contacting you with the hope that you will be of great assistance
to me. My name is Miss Wendy George, 21 years old Girl from South
Sudan, My father and I escaped from our country to Burkina Faso. At
the heat of the civil war after losing my mother and two of my senior
brothers in the war. Respond to me for so that I will explain my
reason of contacting you thanks

Miss Wendy George
",,
Your Prime Membership Cancellation,"Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.



[http://cdn.mcauto-images-production.sendgrid.net/9fd58dfb5b88573e/72494f42-bc28-4584-bd4b-7a5e2a47b06f/140x27.png]
Hello from Amazon.ca.

Due to a problem with your card, we have been unable to charge your account for your next month of Amazon Prime. Your Amazon Prime membership has been canceled and you have not been charged the monthly membership fee.

If you'd like to join Amazon Prime again, resume your membership by signing-in to you account now:

Rejoin Prime<https://u25578334.ct.sendgrid.net/ls/click?upn=ll5Qn6DzX7yRcFleEjU6dgBJTLgKaW2vHwmYux6bd7A-3DMODg_ofIc5zH2wu0fc1rZHe8vx2J5NXxjAB77lnErju6-2FEiGEm4K1lc2QEdieBfp5tdI-2Bm5PzQsbCzhBhsswgVQblJmwVKyWuPHwBG4PW1NBFR68jkCWyGBFJ8C9l7Qb-2BJvUBE7XPN7VFkyNPi21BZAkn-2BT9sa-2BlmP441ZaciRT1FK9zy0tL1mMb0SH45U9srh51ITvfkxK330EJnwPsrF1-2B17cghtidwOy3ZCflTysaVifbSgeAvpxssveYxeesrWvL5d7F1vy-2Bw07k1qO0cnTzSiByjae61Vg62jzgnH11Q9OnWYK7Rz3U-2FIr-2B3sulX78xHZkq37VfJh7bCpT2Sq9vCa2JJUn924I5SD7GgRIG11yIWs0muMe8gXHYZ0zu1gBxcpLp1D239WmDr499PLJ-2FpzPvLexkt92EMJROHVKEpM6d7NJvTWpUT-2B6OpxVhnZMVtE7OxBv9rkC0VwM7LKnRerPmCmWg4jJ9TPOCUPCbzwAmx5Fn1c8RhM726EzsuLEkpDuBIBQUN9-2FrKozdgtBaAwVcm0PbjuIIMBnP5QWRzcud37FaueymboWkzNpS81Llne7PtS5KCmqGRVGCr78X3Y7TWeNvf8ApJ4BaypKtp2Zd0FFjn4jugz2xazrEtQDLnrbt5TOGDVs71Jbz-2FM3qjPbKIaxO-2BMzeuzvXLKbvTxFP7MT82ZQv-2F96jCus5ZRgT646EHrdVOFeyZl9UnFGCMj64410zDGgScIP-2FGp2AVzTdXyimVbcPZIvPbbrKzytcecHbVypXugpQuLYZ8X2MzwdsoVY9TwomsCLUJOaXdNqyhGSCZueulrIIk57dR9nAYqh-2F4zOlunj20Ar2KEd3lIA0pBK-2BGpIa0W2D0ndS1LOfsZ-2FMGPrOCmM-2BuQGDTKCXk>

Thank you for being a member of Amazon Prime and shopping at Amazon.ca.


Best regards,
Amazon.ca Customer Service

PRIME
RUE DES CHAMPS, New York, NY 10007
Unsubscribe<https://u25578334.ct.sendgrid.net/ls/click?upn=ll5Qn6DzX7yRcFleEjU6djPjkwKnDzHD3zbDnQ3HG3rrxAZ6Hx1zUCmcInQU8RrrGBn-2BL5lpjtggTR31u-2BZG8Q-3D-3DybBc_ofIc5zH2wu0fc1rZHe8vx2J5NXxjAB77lnErju6-2FEiGEm4K1lc2QEdieBfp5tdI-2Bm5PzQsbCzhBhsswgVQblJmwVKyWuPHwBG4PW1NBFR68jkCWyGBFJ8C9l7Qb-2BJvUBE7XPN7VFkyNPi21BZAkn-2BT9sa-2BlmP441ZaciRT1FK9zy0tL1mMb0SH45U9srh51ITvfkxK330EJnwPsrF1-2B17cghtidwOy3ZCflTysaVifbSgeAvpxssveYxeesrWvL5d7F1vy-2Bw07k1qO0cnTzSiByjae61Vg62jzgnH11Q9OnWYK7Rz3U-2FIr-2B3sulX78xHZkq37VfJh7bCpT2Sq9vCa2JJUn924I5SD7GgRIG11yIWs0muMe8gXHYZ0zu1gBxcpLp1D239WmDr499PLJ-2FpzPvLexkt92EMJROHVKEpM6d7NJvTWpUT-2B6OpxVhnZMVtE7OxBv9rkC0VwM7LKnRerPmCmWg4jJ9TPOCUPCbzwAmx5Fn1c8RhM726EzsuLEkpDuBIBQUN9-2FrKozdgtBaAwVcm0PbjuIIMBnP5QWRzcud37FaueymboWkzNpS81Llne7PtS5KCmqGRVGCr78X3Y7TWeNvf8ApJ4BaypKtp2Zd0FFjn4jugz2xazrEtQDLnrbt5TOGDVs71Jbz-2FM3qjPbKIaxO-2BMzeuzvXLKbvTxFP7MT82ZQv-2F96jCus5ZRgT646EHrdVOFeyZl9UnFGCMj64410zDGgScIP-2FGp2AVzTe3pdKfg2gkagnEVml6lMLwk3xwILxkZAg9hCQaHxwc2HuQJZr-2F8is-2Bfbynz3yNZrgPDeu72uUp5apN1u0bqGgIuejAXX5LX49o0PuCrK4595WJLTqO4KyOIbaEkgnmWb9CLpyPAwOd7CQxr7E7gaL6>




",,
