Subject,Body,label
archive log 7102001 24330 pm,enron metals rebranding created lauren urquhartlonect 982000 song list created margaret allencorpenron 1042000 final brand tracking document created margaret allencorpenron 1112001 media info created mark palmercorpenron 282001 media info created margaret allencorpenron 292001 genie documents created maureen mcvickernaenron 722001,0
warning mailbox approaching size limit,warning sent automatically inform mailbox approaching maximum size limit mailbox size currently 75394 kb mailbox size limits mailbox reaches 75000 kb receive messageto check size mailbox rightclick mailbox outlook today select properties click folder size button method used individual folders well make space available delete items longer needed sent items journal entries must empty deleted items folder deleting items space freed turn journaling click tools options journaling options deselect items see client help information,0
company plane,attached schedule company planes management conference san antonio nov 1517 please contact questions changes thanks vanessa,0
fw gases graneles gasmar,ever come someone please respond jennifer thanks original message mcquade jennifer sent monday november 05 2001 239 pm jones tana subject gases graneles gasmar tana wondering ever received credit worksheet counterparty company lee jackson ngls eager get online thanks jennifer,0
fyi 112001 tw rate matrix rates different format,another matrix tw current shipper rates surcharges one posted web dont know whether anyone needsuses anymore keeping new tab change current shipper rates latest 200111 elizabeth forgot send morning jeanette dont recall whether sent along tw files,0
fw entity changes co 1691,essie leon proposed xferring co 1691 world see concur please let know monday morning regards vicsandra original message lee patricia sent thursday october 25 2001 903 trujillo vicsandra subject fw entity changes already made decisions essies guidance helpful patty lee corporate tax x35172 eb1774 original message essie locklear sent monday september 17 2001 1016 pm patricia lee subject entity changes please see comments red essie original message lee patricia sent monday september 17 2001 343 pm locklear essie subject entity changes essie recommend companies fit within new organization possible also give indication rank 1 5 thanks patty forwarded patricia leehouees 09172001 0342 pm leon branomenronenronxgate 09172001 0256 pm vicsandra trujilloenronenronxgate cc richard lairdhoueesees patricia leehoueesees subject entity changes entities may need change groups assigned group 18t ei indonesia operations llc entity tis sap hyperion 2000 tax return income assets liabilities corporate data sheet company entity seems inactive since creation 86m enron net works llc despite name entity appears mtm company per september financials company 3m mtm 8k expenses nothing else next 5 companies responsibility ebs get assigned reorg 80y enron broadband acquisition inc entity created 2000 acquistion warpspeed communications enron warpspeed services inc 83n dissolved upon completion merger company around small amount assets liabilities items 83n responsibility think entity stay 83n suggest assigned leon 4 easy 1579 ebs network co division 17h one possibly assigned networks services group currently list companies think could go either holdingadministrative companies 17h network services leon 4 easy 1691 epiebs europe set last month centralize merchant asset activities broke activities 1179 similar entity 1179 assigned commodity trade todd richards mary fischer one assigned well 4 easy 1307 ebicapache llc rolls cherokee finance vof cfc cherokee finance vof assigned north america glen walloch kevin walker maybe one also go tax may provided would foreign tax 4 easy 1689 epiebs ventures llc set last month centralize merchant asset activities broke activities 1307 1307 assigned north america glen walloch kevin walker 4 easy let know questions leon branom senior tax analyst networks services 713 3458702 office leonbranomenroncom,0
citgo pipeline rupture,inform richard sanders taking kenton erwin inhouse counsel matter richard enron north america attorney manages litigation matters attend june 8 mediation richards phone number houston 7138535587 please direct future questions comments richard,0
sign times,httpwwwsportingnewscomvoicestom_dienhart20001114html,0
employee referral program,good news hot jobs extended 5000 reward successful referral hiring continued notice please see human resources website httphrwebenroncom complete hot job listing get paid lots know complete employee referral form attach resume submit employee referral mailbox easy submitting referral please read attached policy eligibility guidelines procedures february 1st referrals submitted proper er procedure eligible bonus payments form must completed submitted prior candidate interviewed order bonus eligible exceptions please read attached enron employee referral policy form,0
natural update,mark lets keep present system shortterm would like continue looking work another couple weeks well talk later john mark sagel msagelhomecom 10032000 022947 pm john arnold jarnoldenroncom cc subject natural update john price behavior past couple days disappointing shortterm market patterns suggested robust price rally natural appears waning present volume rally poor particularly since yesterday decent day upside market appears using lot energy spinning wheels price levels another two weeks would extremely bullish right riskreward long great recommend neutral stance shortterm natural bigger picture still bullish however market needs another 12 weeks would call horizontal price action set stage big move upside let know stuff useful certainly dont want waste time addition prefer call something pass along let know dont know often checksee email thanks mark sagel,0
